file,sample,date,param,time,conc
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.595077,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.6133,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.631527,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.64975,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.667977,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.686202,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.704427,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.72265,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.740877,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.7591,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.777327,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.79555,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.813777,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.832003,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.850228,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.868453,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.88668,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.904903,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.92313,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.941355,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.959578,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.977802,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,1.996028,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.014255,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.032847,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.051487,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.069712,0.109833
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.087935,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.106162,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.124387,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.142612,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.160835,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.179063,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.197285,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.215512,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.233735,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.251962,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.270183,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.28841,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.30666,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.32486,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.343084,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.36131,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.379535,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.397762,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.415985,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.434208,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.452435,0.109867
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.47066,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.488885,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.507108,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.525333,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.54356,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.561784,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.580009,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.598233,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.61646,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.634682,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.652908,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.671133,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.689357,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.707582,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.725807,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.744033,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.762282,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.78048,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.798708,0.1099
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.816932,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.835155,0.109933
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.85338,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.871605,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.889858,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.908057,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.926282,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.944505,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.962732,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.980955,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,2.999182,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.017406,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.035633,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.053855,0.110067
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.072082,0.109967
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.090305,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.10853,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.126753,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.145397,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.163721,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.18195,0.110033
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.200173,0.11
/Users/cwrs/Documents/GitHub/feox_mals/data-raw/proteins/2022-02-02_blank2_BSmethod.txt,blank,2022-02-02,UV254_2,3.2184,0.1101
